backend-1  | INFO:     Started server process [1]
backend-1  | 2026-03-27 18:58:40,750 INFO [httpx] [_client.py:1740] [trace_id=160fb8ea7e69095366f85f2531d7bf8c span_id=d7bda3eb276bdb7a resource.service.name=Learning Management Service trace_sampled=True] - HTTP Request: GET https://auche.namaz.live/api/logs?limit=500&since=2026-03-21T11%3A01%3A16.494683 "HTTP/1.1 200 OK"
backend-1  | 2026-03-27 18:58:40,905 INFO [httpx] [_client.py:1740] [trace_id=160fb8ea7e69095366f85f2531d7bf8c span_id=d7bda3eb276bdb7a resource.service.name=Learning Management Service trace_sampled=True] - HTTP Request: GET https://auche.namaz.live/api/logs?limit=500&since=2026-03-21T15%3A30%3A32.373603 "HTTP/1.1 200 OK"
backend-1  | 2026-03-27 18:58:41,055 INFO [httpx] [_client.py:1740] [trace_id=160fb8ea7e69095366f85f2531d7bf8c span_id=d7bda3eb276bdb7a resource.service.name=Learning Management Service trace_sampled=True] - HTTP Request: GET https://auche.namaz.live/api/logs?limit=500&since=2026-03-23T14%3A08%3A15.769887 "HTTP/1.1 200 OK"
backend-1  | 2026-03-27 18:58:41,206 INFO [httpx] [_client.py:1740] [trace_id=160fb8ea7e69095366f85f2531d7bf8c span_id=d7bda3eb276bdb7a resource.service.name=Learning Management Service trace_sampled=True] - HTTP Request: GET https://auche.namaz.live/api/logs?limit=500&since=2026-03-24T15%3A02%3A54.225231 "HTTP/1.1 200 OK"
backend-1  | 2026-03-27 18:58:41,355 INFO [httpx] [_client.py:1740] [trace_id=160fb8ea7e69095366f85f2531d7bf8c span_id=d7bda3eb276bdb7a resource.service.name=Learning Management Service trace_sampled=True] - HTTP Request: GET https://auche.namaz.live/api/logs?limit=500&since=2026-03-25T20%3A53%3A03.007904 "HTTP/1.1 200 OK"
backend-1  | 2026-03-27 18:58:41,505 INFO [httpx] [_client.py:1740] [trace_id=160fb8ea7e69095366f85f2531d7bf8c span_id=d7bda3eb276bdb7a resource.service.name=Learning Management Service trace_sampled=True] - HTTP Request: GET https://auche.namaz.live/api/logs?limit=500&since=2026-03-26T18%3A52%3A51.514753 "HTTP/1.1 200 OK"
backend-1  | 2026-03-27 18:58:42,157 INFO [httpx] [_client.py:1740] [trace_id=160fb8ea7e69095366f85f2531d7bf8c span_id=d7bda3eb276bdb7a resource.service.name=Learning Management Service trace_sampled=True] - HTTP Request: GET https://auche.namaz.live/api/logs?limit=500&since=2026-03-27T12%3A16%3A48.532204 "HTTP/1.1 200 OK"
backend-1  | 2026-03-27 18:59:53,963 INFO [app.main] [main.py:68] [trace_id=160fb8ea7e69095366f85f2531d7bf8c span_id=d7bda3eb276bdb7a resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:38848 - "POST /pipeline/sync HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.9:38848 - "POST /pipeline/sync HTTP/1.1" 200
backend-1  | 2026-03-27 19:01:08,294 INFO [app.main] [main.py:60] [trace_id=96a4f3e694e5c7643eb06b65ebbede6b span_id=16c0aecff7c7cfca resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 19:01:08,297 INFO [app.auth] [auth.py:30] [trace_id=96a4f3e694e5c7643eb06b65ebbede6b span_id=16c0aecff7c7cfca resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 19:01:08,297 INFO [app.db.items] [items.py:16] [trace_id=96a4f3e694e5c7643eb06b65ebbede6b span_id=16c0aecff7c7cfca resource.service.name=Learning Management Service trace_sampled=True] - db_query
backend-1  | 2026-03-27 19:01:08,307 INFO [app.main] [main.py:68] [trace_id=96a4f3e694e5c7643eb06b65ebbede6b span_id=16c0aecff7c7cfca resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:40896 - "GET /items/ HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.9:40896 - "GET /items/ HTTP/1.1" 200
backend-1  | 2026-03-27 19:23:32,782 INFO [app.main] [main.py:60] [trace_id=1a20b3a974ccc91d3844687792825bfa span_id=bdb2ef96ebf6ba71 resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 19:23:32,783 INFO [app.auth] [auth.py:30] [trace_id=1a20b3a974ccc91d3844687792825bfa span_id=bdb2ef96ebf6ba71 resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 19:23:32,784 INFO [app.db.items] [items.py:16] [trace_id=1a20b3a974ccc91d3844687792825bfa span_id=bdb2ef96ebf6ba71 resource.service.name=Learning Management Service trace_sampled=True] - db_query
backend-1  | 2026-03-27 19:23:32,790 INFO [app.main] [main.py:68] [trace_id=1a20b3a974ccc91d3844687792825bfa span_id=bdb2ef96ebf6ba71 resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:50816 - "GET /items/ HTTP/1.1" 200
backend-1  | INFO:     172.18.0.9:50816 - "GET /items/ HTTP/1.1" 200 OK
backend-1  | 2026-03-27 20:47:40,255 INFO [app.main] [main.py:60] [trace_id=2e4ff806d9f1d081269235f876ddb483 span_id=693b5179c68895f9 resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 20:47:40,255 INFO [app.auth] [auth.py:30] [trace_id=2e4ff806d9f1d081269235f876ddb483 span_id=693b5179c68895f9 resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 20:47:40,256 INFO [app.db.items] [items.py:16] [trace_id=2e4ff806d9f1d081269235f876ddb483 span_id=693b5179c68895f9 resource.service.name=Learning Management Service trace_sampled=True] - db_query
backend-1  | 2026-03-27 20:47:40,260 INFO [app.main] [main.py:68] [trace_id=2e4ff806d9f1d081269235f876ddb483 span_id=693b5179c68895f9 resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:37446 - "GET /items/ HTTP/1.1" 200
backend-1  | INFO:     172.18.0.9:37446 - "GET /items/ HTTP/1.1" 200 OK
backend-1  | 2026-03-27 20:54:19,588 INFO [app.main] [main.py:60] [trace_id=c528821365ac583548d60b878ba67629 span_id=9c2fc75a015a9b99 resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 20:54:19,590 INFO [app.main] [main.py:60] [trace_id=109181db2b050cad11d33a13fb2827ea span_id=ca813f5a4dd97069 resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 20:54:19,591 INFO [app.main] [main.py:60] [trace_id=2625dcaebdf89f2593403656b0590717 span_id=d6ebbd8d70ecb6b2 resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 20:54:19,592 INFO [app.auth] [auth.py:30] [trace_id=c528821365ac583548d60b878ba67629 span_id=9c2fc75a015a9b99 resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 20:54:19,596 INFO [app.auth] [auth.py:30] [trace_id=109181db2b050cad11d33a13fb2827ea span_id=ca813f5a4dd97069 resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 20:54:19,597 INFO [app.auth] [auth.py:30] [trace_id=2625dcaebdf89f2593403656b0590717 span_id=d6ebbd8d70ecb6b2 resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 20:54:19,603 INFO [app.main] [main.py:68] [trace_id=c528821365ac583548d60b878ba67629 span_id=9c2fc75a015a9b99 resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:39664 - "GET /analytics/pass-rates?lab=lab-08 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.9:39664 - "GET /analytics/pass-rates?lab=lab-08 HTTP/1.1" 200
backend-1  | 2026-03-27 20:54:19,671 INFO [app.main] [main.py:68] [trace_id=2625dcaebdf89f2593403656b0590717 span_id=d6ebbd8d70ecb6b2 resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:39692 - "GET /analytics/top-learners?lab=lab-08&limit=5 HTTP/1.1" 200
backend-1  | INFO:     172.18.0.9:39692 - "GET /analytics/top-learners?lab=lab-08&limit=5 HTTP/1.1" 200 OK
backend-1  | 2026-03-27 20:54:19,684 INFO [app.main] [main.py:68] [trace_id=109181db2b050cad11d33a13fb2827ea span_id=ca813f5a4dd97069 resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:39680 - "GET /analytics/completion-rate?lab=lab-08 HTTP/1.1" 200
backend-1  | INFO:     172.18.0.9:39680 - "GET /analytics/completion-rate?lab=lab-08 HTTP/1.1" 200 OK
backend-1  | 2026-03-27 20:54:22,222 INFO [app.main] [main.py:60] [trace_id=c301f46e17b29e382a8c0289f42519fe span_id=ac6c596572f167f9 resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 20:54:22,224 INFO [app.auth] [auth.py:30] [trace_id=c301f46e17b29e382a8c0289f42519fe span_id=ac6c596572f167f9 resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 20:54:22,227 INFO [app.main] [main.py:60] [trace_id=e2a3051a900de01e88e36557a4b67923 span_id=21eafe761a23a6a8 resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 20:54:22,228 INFO [app.main] [main.py:60] [trace_id=26199d5b34b7fa443fe1b6d7353a25f3 span_id=f67717f261120c50 resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-27 20:54:22,229 INFO [app.auth] [auth.py:30] [trace_id=e2a3051a900de01e88e36557a4b67923 span_id=21eafe761a23a6a8 resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 20:54:22,233 INFO [app.auth] [auth.py:30] [trace_id=26199d5b34b7fa443fe1b6d7353a25f3 span_id=f67717f261120c50 resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-27 20:54:22,259 INFO [app.main] [main.py:68] [trace_id=e2a3051a900de01e88e36557a4b67923 span_id=21eafe761a23a6a8 resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:39692 - "GET /analytics/top-learners?lab=lab-04&limit=5 HTTP/1.1" 200
backend-1  | INFO:     172.18.0.9:39692 - "GET /analytics/top-learners?lab=lab-04&limit=5 HTTP/1.1" 200 OK
backend-1  | 2026-03-27 20:54:22,268 INFO [app.main] [main.py:68] [trace_id=c301f46e17b29e382a8c0289f42519fe span_id=ac6c596572f167f9 resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:39680 - "GET /analytics/pass-rates?lab=lab-04 HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.9:39680 - "GET /analytics/pass-rates?lab=lab-04 HTTP/1.1" 200
backend-1  | 2026-03-27 20:54:22,270 INFO [app.main] [main.py:68] [trace_id=26199d5b34b7fa443fe1b6d7353a25f3 span_id=f67717f261120c50 resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.9:39664 - "GET /analytics/completion-rate?lab=lab-04 HTTP/1.1" 200
backend-1  | INFO:     172.18.0.9:39664 - "GET /analytics/completion-rate?lab=lab-04 HTTP/1.1" 200 OK
backend-1  | 2026-03-28 13:44:41,312 INFO [app.main] [main.py:60] [trace_id=f914e20ffd03a5e95d99bf6a1587f94a span_id=5c0b194dc565b1fb resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-28 13:44:41,321 INFO [app.main] [main.py:68] [trace_id=f914e20ffd03a5e95d99bf6a1587f94a span_id=5c0b194dc565b1fb resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.10:38238 - "GET /docs HTTP/1.1" 200
backend-1  | INFO:     172.18.0.10:38238 - "GET /docs HTTP/1.1" 200 OK
backend-1  | 2026-03-28 13:44:42,696 INFO [app.main] [main.py:60] [trace_id=baa783b05909a5bb2d15febf2429036c span_id=4eeb29e2e735634c resource.service.name=Learning Management Service trace_sampled=True] - request_started
backend-1  | 2026-03-28 13:44:42,698 INFO [app.auth] [auth.py:30] [trace_id=baa783b05909a5bb2d15febf2429036c span_id=4eeb29e2e735634c resource.service.name=Learning Management Service trace_sampled=True] - auth_success
backend-1  | 2026-03-28 13:44:42,699 INFO [app.db.items] [items.py:16] [trace_id=baa783b05909a5bb2d15febf2429036c span_id=4eeb29e2e735634c resource.service.name=Learning Management Service trace_sampled=True] - db_query
backend-1  | 2026-03-28 13:44:42,738 INFO [app.main] [main.py:68] [trace_id=baa783b05909a5bb2d15febf2429036c span_id=4eeb29e2e735634c resource.service.name=Learning Management Service trace_sampled=True] - request_completed
backend-1  | INFO:     172.18.0.10:38254 - "GET /items/ HTTP/1.1" 200
backend-1  | INFO:     172.18.0.10:38254 - "GET /items/ HTTP/1.1" 200 OK
